,reg_t_title_ru,use_of_the_mobile_app,COUNT(DISTINCT users_transactions_car_id)
1834,Санкт-Петербург,2022-03-02,41
1835,Санкт-Петербург,2022-03-03,41
1836,Санкт-Петербург,2022-03-04,43
1837,Санкт-Петербург,2022-03-05,43
1838,Санкт-Петербург,2022-03-06,44
1839,Санкт-Петербург,2022-03-07,44
1840,Санкт-Петербург,2022-03-08,44
1841,Санкт-Петербург,2022-03-09,44
1842,Санкт-Петербург,2022-03-10,42
1843,Санкт-Петербург,2022-03-11,33
1844,Санкт-Петербург,2022-03-12,42
1845,Санкт-Петербург,2022-03-13,42
1846,Санкт-Петербург,2022-03-14,31
1847,Санкт-Петербург,2022-03-15,42
1848,Санкт-Петербург,2022-03-16,38
1849,Санкт-Петербург,2022-03-17,43
1850,Санкт-Петербург,2022-03-18,45
1851,Санкт-Петербург,2022-03-19,44
1852,Санкт-Петербург,2022-03-20,45
1853,Санкт-Петербург,2022-03-21,42
1854,Санкт-Петербург,2022-03-22,40
1855,Санкт-Петербург,2022-03-23,41
1856,Санкт-Петербург,2022-03-24,41
1857,Санкт-Петербург,2022-03-25,42
1858,Санкт-Петербург,2022-03-26,42
1859,Санкт-Петербург,2022-03-27,42
1860,Санкт-Петербург,2022-03-28,35
1861,Санкт-Петербург,2022-03-29,35
1862,Санкт-Петербург,2022-03-30,35
1863,Санкт-Петербург,2022-03-31,35
1864,Санкт-Петербург,2022-04-01,32
1865,Санкт-Петербург,2022-04-02,32
1866,Санкт-Петербург,2022-04-03,32
1867,Санкт-Петербург,2022-04-04,23
1868,Санкт-Петербург,2022-04-05,22
1869,Санкт-Петербург,2022-04-06,22
1870,Санкт-Петербург,2022-04-07,21
1871,Санкт-Петербург,2022-04-08,21
1872,Санкт-Петербург,2022-04-09,21
1873,Санкт-Петербург,2022-04-10,21
1874,Санкт-Петербург,2022-04-11,19
1875,Санкт-Петербург,2022-04-12,19
1876,Санкт-Петербург,2022-04-13,15
1877,Санкт-Петербург,2022-04-14,15
1878,Санкт-Петербург,2022-04-15,13
1879,Санкт-Петербург,2022-04-16,13
1880,Санкт-Петербург,2022-04-17,13
1881,Санкт-Петербург,2022-04-18,12
1882,Санкт-Петербург,2022-04-19,12
1883,Санкт-Петербург,2022-04-20,13
1884,Санкт-Петербург,2022-04-21,13
1885,Санкт-Петербург,2022-04-22,10
1886,Санкт-Петербург,2022-04-23,4
1887,Тольятти,2020-07-22,1
1888,Тольятти,2020-10-07,3
1889,Тольятти,2020-10-08,3
1890,Тольятти,2020-10-09,3
1891,Тольятти,2020-10-10,3
1892,Тольятти,2020-10-11,3
1893,Тольятти,2020-10-12,3
1894,Тольятти,2020-10-13,2
1895,Тольятти,2020-10-14,2
1896,Тольятти,2020-10-15,2
1897,Тольятти,2020-10-16,2
1898,Тольятти,2020-10-17,2
1899,Тольятти,2020-10-18,2
1900,Тольятти,2020-10-19,2
1901,Тольятти,2020-10-20,2
1902,Тольятти,2020-10-21,2
1903,Тольятти,2020-10-22,2
1904,Тольятти,2020-10-23,2
1905,Тольятти,2020-10-24,2
1906,Тольятти,2020-10-25,2
1907,Тольятти,2020-10-26,2
1908,Тольятти,2020-10-27,2
1909,Тольятти,2020-10-28,2
1910,Тольятти,2020-10-29,2
1911,Тольятти,2020-10-30,2
1912,Тольятти,2020-10-31,2
1913,Тольятти,2020-11-01,2
1914,Тольятти,2020-11-02,3
1915,Тольятти,2020-11-03,4
1916,Тольятти,2020-11-04,4
1917,Тольятти,2020-11-05,4
1918,Тольятти,2020-11-06,4
1919,Тольятти,2020-11-07,4
1920,Тольятти,2020-11-08,4
1921,Тольятти,2020-11-09,5
1922,Тольятти,2020-11-10,3
1923,Тольятти,2020-11-11,6
1924,Тольятти,2020-11-12,6
1925,Тольятти,2020-11-13,7
1926,Тольятти,2020-11-14,7
1927,Тольятти,2020-11-15,7
1928,Тольятти,2020-11-16,9
1929,Тольятти,2020-11-17,12
1930,Тольятти,2020-11-18,12
1931,Тольятти,2020-11-19,12
1932,Тольятти,2020-11-20,14
1933,Тольятти,2020-11-21,13
1934,Тольятти,2020-11-22,13
1935,Тольятти,2020-11-23,12
1936,Тольятти,2020-11-24,13
1937,Тольятти,2020-11-25,13
1938,Тольятти,2020-11-26,13
1939,Тольятти,2020-11-27,15
1940,Тольятти,2020-11-28,14
1941,Тольятти,2020-11-29,14
1942,Тольятти,2020-11-30,18
1943,Тольятти,2020-12-01,18
1944,Тольятти,2020-12-02,22
1945,Тольятти,2020-12-03,21
1946,Тольятти,2020-12-04,23
1947,Тольятти,2020-12-05,20
1948,Тольятти,2020-12-06,21
1949,Тольятти,2020-12-07,21
1950,Тольятти,2020-12-08,23
1951,Тольятти,2020-12-09,22
1952,Тольятти,2020-12-10,26
1953,Тольятти,2020-12-11,26
1954,Тольятти,2020-12-12,25
1955,Тольятти,2020-12-13,24
1956,Тольятти,2020-12-14,27
1957,Тольятти,2020-12-15,23
1958,Тольятти,2020-12-16,24
1959,Тольятти,2020-12-17,25
1960,Тольятти,2020-12-18,27
1961,Тольятти,2020-12-19,28
1962,Тольятти,2020-12-20,27
1963,Тольятти,2020-12-21,29
1964,Тольятти,2020-12-22,33
1965,Тольятти,2020-12-23,33
1966,Тольятти,2020-12-24,34
1967,Тольятти,2020-12-25,35
1968,Тольятти,2020-12-26,33
1969,Тольятти,2020-12-27,31
1970,Тольятти,2020-12-28,32
1971,Тольятти,2020-12-29,32
1972,Тольятти,2020-12-30,32
1973,Тольятти,2020-12-31,33
1974,Тольятти,2021-01-01,31
1975,Тольятти,2021-01-02,30
1976,Тольятти,2021-01-03,29
1977,Тольятти,2021-01-04,30
1978,Тольятти,2021-01-05,30
1979,Тольятти,2021-01-06,29
1980,Тольятти,2021-01-07,30
1981,Тольятти,2021-01-08,28
1982,Тольятти,2021-01-09,28
1983,Тольятти,2021-01-10,27
1984,Тольятти,2021-01-11,29
1985,Тольятти,2021-01-12,32
1986,Тольятти,2021-01-13,31
1987,Тольятти,2021-01-14,33
1988,Тольятти,2021-01-15,33
1989,Тольятти,2021-01-16,32
1990,Тольятти,2021-01-17,32
1991,Тольятти,2021-01-18,35
1992,Тольятти,2021-01-19,33
1993,Тольятти,2021-01-20,36
1994,Тольятти,2021-01-21,37
1995,Тольятти,2021-01-22,40
1996,Тольятти,2021-01-23,38
1997,Тольятти,2021-01-24,36
1998,Тольятти,2021-01-25,36
1999,Тольятти,2021-01-26,39
2000,Тольятти,2021-01-27,39
2001,Тольятти,2021-01-28,40
2002,Тольятти,2021-01-29,40
2003,Тольятти,2021-01-30,41
2004,Тольятти,2021-01-31,40
2005,Тольятти,2021-02-01,42
2006,Тольятти,2021-02-02,45
2007,Тольятти,2021-02-03,44
2008,Тольятти,2021-02-04,47
2009,Тольятти,2021-02-05,46
2010,Тольятти,2021-02-06,48
2011,Тольятти,2021-02-07,46
2012,Тольятти,2021-02-08,45
2013,Тольятти,2021-02-09,44
2014,Тольятти,2021-02-10,48
2015,Тольятти,2021-02-11,48
2016,Тольятти,2021-02-12,48
2017,Тольятти,2021-02-13,46
2018,Тольятти,2021-02-14,46
2019,Тольятти,2021-02-15,46
2020,Тольятти,2021-02-16,47
2021,Тольятти,2021-02-17,48
2022,Тольятти,2021-02-18,47
2023,Тольятти,2021-02-19,47
2024,Тольятти,2021-02-20,45
2025,Тольятти,2021-02-21,41
2026,Тольятти,2021-02-22,40
2027,Тольятти,2021-02-23,40
2028,Тольятти,2021-02-24,42
2029,Тольятти,2021-02-25,43
2030,Тольятти,2021-02-26,45
2031,Тольятти,2021-02-27,46
2032,Тольятти,2021-02-28,42
2033,Тольятти,2021-03-01,43
2034,Тольятти,2021-03-02,46
2035,Тольятти,2021-03-03,44
2036,Тольятти,2021-03-04,48
2037,Тольятти,2021-03-05,48
2038,Тольятти,2021-03-06,46
2039,Тольятти,2021-03-07,43
2040,Тольятти,2021-03-08,43
2041,Тольятти,2021-03-09,45
2042,Тольятти,2021-03-10,45
2043,Тольятти,2021-03-11,46
2044,Тольятти,2021-03-12,45
2045,Тольятти,2021-03-13,42
2046,Тольятти,2021-03-14,42
2047,Тольятти,2021-03-15,43
2048,Тольятти,2021-03-16,44
2049,Тольятти,2021-03-17,47
2050,Тольятти,2021-03-18,48
2051,Тольятти,2021-03-19,52
2052,Тольятти,2021-03-20,48
2053,Тольятти,2021-03-21,45
2054,Тольятти,2021-03-22,47
2055,Тольятти,2021-03-23,44
2056,Тольятти,2021-03-24,46
2057,Тольятти,2021-03-25,45
2058,Тольятти,2021-03-26,44
2059,Тольятти,2021-03-27,44
2060,Тольятти,2021-03-28,43
2061,Тольятти,2021-03-29,42
2062,Тольятти,2021-03-30,42
2063,Тольятти,2021-03-31,39
2064,Тольятти,2021-04-01,40
2065,Тольятти,2021-04-02,43
2066,Тольятти,2021-04-03,41
2067,Тольятти,2021-04-04,39
2068,Тольятти,2021-04-05,39
2069,Тольятти,2021-04-06,41
2070,Тольятти,2021-04-07,39
2071,Тольятти,2021-04-09,40
2072,Тольятти,2021-04-10,38
2073,Тольятти,2021-04-11,37
2074,Тольятти,2021-04-12,40
2075,Тольятти,2021-04-13,42
2076,Тольятти,2021-04-14,43
2077,Тольятти,2021-04-15,42
2078,Тольятти,2021-04-16,38
2079,Тольятти,2021-04-17,40
2080,Тольятти,2021-04-18,41
2081,Тольятти,2021-04-19,42
2082,Тольятти,2021-04-20,41
2083,Тольятти,2021-04-21,39
2084,Тольятти,2021-04-22,41
2085,Тольятти,2021-04-23,43
2086,Тольятти,2021-04-24,43
2087,Тольятти,2021-04-25,42
2088,Тольятти,2021-04-26,40
2089,Тольятти,2021-04-27,41
2090,Тольятти,2021-04-28,37
2091,Тольятти,2021-04-29,38
2092,Тольятти,2021-04-30,41
2093,Тольятти,2021-05-01,41
2094,Тольятти,2021-05-02,42
2095,Тольятти,2021-05-03,41
2096,Тольятти,2021-05-04,40
2097,Тольятти,2021-05-05,41
2098,Тольятти,2021-05-06,42
2099,Тольятти,2021-05-07,43
2100,Тольятти,2021-05-08,42
2101,Тольятти,2021-05-09,41
2102,Тольятти,2021-05-10,41
2103,Тольятти,2021-05-11,42
2104,Тольятти,2021-05-12,40
2105,Тольятти,2021-05-13,41
2106,Тольятти,2021-05-14,40
2107,Тольятти,2021-05-15,40
2108,Тольятти,2021-05-16,38
2109,Тольятти,2021-05-17,39
2110,Тольятти,2021-05-18,40
2111,Тольятти,2021-05-19,43
2112,Тольятти,2021-05-20,43
2113,Тольятти,2021-05-21,42
2114,Тольятти,2021-05-22,42
2115,Тольятти,2021-05-23,43
2116,Тольятти,2021-05-24,43
2117,Тольятти,2021-05-25,43
2118,Тольятти,2021-05-26,43
2119,Тольятти,2021-05-27,43
2120,Тольятти,2021-05-28,41
2121,Тольятти,2021-05-29,42
2122,Тольятти,2021-05-30,41
2123,Тольятти,2021-05-31,44
2124,Тольятти,2021-06-01,43
2125,Тольятти,2021-06-02,43
2126,Тольятти,2021-06-03,43
2127,Тольятти,2021-06-04,42
2128,Тольятти,2021-06-05,42
2129,Тольятти,2021-06-06,42
2130,Тольятти,2021-06-07,41
2131,Тольятти,2021-06-08,42
2132,Тольятти,2021-06-09,40
2133,Тольятти,2021-06-10,40
2134,Тольятти,2021-06-11,41
2135,Тольятти,2021-06-12,39
2136,Тольятти,2021-06-13,37
2137,Тольятти,2021-06-14,37
2138,Тольятти,2021-06-15,38
2139,Тольятти,2021-06-16,38
2140,Тольятти,2021-06-17,38
2141,Тольятти,2021-06-18,39
2142,Тольятти,2021-06-19,42
2143,Тольятти,2021-06-20,40
2144,Тольятти,2021-06-21,40
2145,Тольятти,2021-06-22,43
2146,Тольятти,2021-06-23,45
2147,Тольятти,2021-06-24,45
2148,Тольятти,2021-06-25,42
2149,Тольятти,2021-06-26,42
2150,Тольятти,2021-06-27,40
2151,Тольятти,2021-06-28,45
2152,Тольятти,2021-06-29,43
2153,Тольятти,2021-06-30,44
2154,Тольятти,2021-07-01,43
2155,Тольятти,2021-07-02,42
2156,Тольятти,2021-07-03,39
2157,Тольятти,2021-07-04,37
2158,Тольятти,2021-07-05,39
2159,Тольятти,2021-07-06,40
2160,Тольятти,2021-07-07,40
2161,Тольятти,2021-07-08,39
2162,Тольятти,2021-07-09,39
2163,Тольятти,2021-07-10,39
2164,Тольятти,2021-07-11,37
2165,Тольятти,2021-07-12,40
2166,Тольятти,2021-07-13,42
2167,Тольятти,2021-07-14,43
2168,Тольятти,2021-07-15,43
2169,Тольятти,2021-07-16,41
2170,Тольятти,2021-07-17,39
2171,Тольятти,2021-07-18,40
2172,Тольятти,2021-07-19,38
2173,Тольятти,2021-07-20,40
2174,Тольятти,2021-07-21,41
2175,Тольятти,2021-07-22,44
2176,Тольятти,2021-07-23,43
2177,Тольятти,2021-07-24,43
2178,Тольятти,2021-07-25,42
2179,Тольятти,2021-07-26,42
2180,Тольятти,2021-07-27,43
2181,Тольятти,2021-07-28,44
2182,Тольятти,2021-07-29,42
2183,Тольятти,2021-07-30,44
2184,Тольятти,2021-07-31,43
2185,Тольятти,2021-08-01,43
2186,Тольятти,2021-08-02,43
2187,Тольятти,2021-08-03,45
2188,Тольятти,2021-08-04,47
2189,Тольятти,2021-08-05,46
2190,Тольятти,2021-08-06,47
2191,Тольятти,2021-08-07,46
2192,Тольятти,2021-08-08,46
2193,Тольятти,2021-08-09,47
2194,Тольятти,2021-08-10,46
2195,Тольятти,2021-08-11,45
2196,Тольятти,2021-08-12,43
2197,Тольятти,2021-08-13,46
2198,Тольятти,2021-08-14,43
2199,Тольятти,2021-08-15,45
2200,Тольятти,2021-08-16,45
2201,Тольятти,2021-08-17,42
2202,Тольятти,2021-08-18,40
2203,Тольятти,2021-08-19,41
2204,Тольятти,2021-08-20,43
2205,Тольятти,2021-08-21,41
2206,Тольятти,2021-08-22,40
2207,Тольятти,2021-08-23,44
2208,Тольятти,2021-08-24,41
2209,Тольятти,2021-08-25,45
2210,Тольятти,2021-08-26,44
2211,Тольятти,2021-08-27,44
2212,Тольятти,2021-08-28,42
2213,Тольятти,2021-08-29,42
2214,Тольятти,2021-08-30,43
2215,Тольятти,2021-08-31,42
2216,Тольятти,2021-09-01,41
2217,Тольятти,2021-09-02,41
2218,Тольятти,2021-09-03,42
2219,Тольятти,2021-09-04,42
2220,Тольятти,2021-09-05,41
2221,Тольятти,2021-09-06,42
2222,Тольятти,2021-09-07,43
2223,Тольятти,2021-09-08,41
2224,Тольятти,2021-09-09,43
2225,Тольятти,2021-09-10,43
2226,Тольятти,2021-09-11,44
2227,Тольятти,2021-09-12,44
2228,Тольятти,2021-09-13,45
2229,Тольятти,2021-09-14,45
2230,Тольятти,2021-09-15,45
2231,Тольятти,2021-09-16,44
2232,Тольятти,2021-09-17,43
2233,Тольятти,2021-09-18,42
2234,Тольятти,2021-09-19,42
2235,Тольятти,2021-09-20,43
2236,Тольятти,2021-09-21,43
2237,Тольятти,2021-09-22,41
2238,Тольятти,2021-09-23,41
2239,Тольятти,2021-09-24,41
2240,Тольятти,2021-09-25,41
2241,Тольятти,2021-09-26,41
2242,Тольятти,2021-09-27,42
2243,Тольятти,2021-09-28,42
2244,Тольятти,2021-09-29,41
2245,Тольятти,2021-09-30,41
2246,Тольятти,2021-10-01,42
2247,Тольятти,2021-10-02,41
2248,Тольятти,2021-10-03,41
2249,Тольятти,2021-10-04,41
2250,Тольятти,2021-10-05,40
2251,Тольятти,2021-10-06,41
2252,Тольятти,2021-10-07,41
2253,Тольятти,2021-10-08,41
2254,Тольятти,2021-10-09,38
2255,Тольятти,2021-10-10,38
2256,Тольятти,2021-10-11,39
2257,Тольятти,2021-10-12,40
2258,Тольятти,2021-10-13,39
2259,Тольятти,2021-10-14,39
2260,Тольятти,2021-10-15,39
2261,Тольятти,2021-10-16,37
2262,Тольятти,2021-10-17,37
2263,Тольятти,2021-10-18,40
2264,Тольятти,2021-10-19,40
2265,Тольятти,2021-10-20,39
2266,Тольятти,2021-10-21,39
2267,Тольятти,2021-10-22,42
2268,Тольятти,2021-10-23,40
2269,Тольятти,2021-10-24,38
2270,Тольятти,2021-10-25,40
2271,Тольятти,2021-10-26,40
2272,Тольятти,2021-10-27,40
2273,Тольятти,2021-10-28,39
2274,Тольятти,2021-10-29,38
2275,Тольятти,2021-10-30,37
2276,Тольятти,2021-10-31,37
2277,Тольятти,2021-11-01,39
2278,Тольятти,2021-11-02,41
2279,Тольятти,2021-11-03,39
2280,Тольятти,2021-11-04,38
2281,Тольятти,2021-11-05,37
2282,Тольятти,2021-11-06,37
2283,Тольятти,2021-11-07,37
2284,Тольятти,2021-11-08,37
2285,Тольятти,2021-11-09,38
2286,Тольятти,2021-11-10,38
2287,Тольятти,2021-11-11,33
2288,Тольятти,2021-11-12,28
2289,Тольятти,2021-11-13,28
2290,Тольятти,2021-11-14,32
2291,Тольятти,2021-11-15,32
2292,Тольятти,2021-11-16,25
2293,Тольятти,2021-11-17,30
2294,Тольятти,2021-11-18,34
2295,Тольятти,2021-11-19,34
2296,Тольятти,2021-11-20,32
2297,Тольятти,2021-11-21,32
2298,Тольятти,2021-11-22,31
2299,Тольятти,2021-11-23,28
2300,Тольятти,2021-11-24,26
2301,Тольятти,2021-11-25,27
2302,Тольятти,2021-11-26,28
2303,Тольятти,2021-11-27,27
2304,Тольятти,2021-11-28,29
2305,Тольятти,2021-11-29,26
2306,Тольятти,2021-11-30,21
2307,Тольятти,2021-12-01,27
2308,Тольятти,2021-12-02,25
2309,Тольятти,2021-12-03,20
2310,Тольятти,2021-12-04,25
2311,Тольятти,2021-12-05,26
2312,Тольятти,2021-12-06,23
2313,Тольятти,2021-12-07,24
2314,Тольятти,2021-12-08,26
2315,Тольятти,2021-12-09,27
2316,Тольятти,2021-12-10,28
2317,Тольятти,2021-12-11,27
2318,Тольятти,2021-12-12,27
2319,Тольятти,2021-12-13,27
2320,Тольятти,2021-12-14,27
2321,Тольятти,2021-12-15,27
2322,Тольятти,2021-12-16,26
2323,Тольятти,2021-12-17,27
2324,Тольятти,2021-12-18,27
2325,Тольятти,2021-12-19,27
2326,Тольятти,2021-12-20,27
2327,Тольятти,2021-12-21,26
2328,Тольятти,2021-12-22,27
2329,Тольятти,2021-12-23,27
2330,Тольятти,2021-12-24,26
2331,Тольятти,2021-12-25,27
2332,Тольятти,2021-12-26,27
2333,Тольятти,2021-12-27,27
2334,Тольятти,2021-12-28,27
2335,Тольятти,2021-12-29,27
2336,Тольятти,2021-12-30,27
2337,Тольятти,2021-12-31,27
2338,Тольятти,2022-01-01,27
2339,Тольятти,2022-01-02,26
2340,Тольятти,2022-01-03,26
2341,Тольятти,2022-01-04,28
2342,Тольятти,2022-01-05,26
2343,Тольятти,2022-01-06,27
2344,Тольятти,2022-01-07,27
2345,Тольятти,2022-01-08,26
2346,Тольятти,2022-01-09,26
2347,Тольятти,2022-01-10,26
2348,Тольятти,2022-01-11,25
2349,Тольятти,2022-01-12,26
2350,Тольятти,2022-01-13,24
2351,Тольятти,2022-01-14,25
2352,Тольятти,2022-01-15,23
2353,Тольятти,2022-01-16,24
2354,Тольятти,2022-01-17,23
2355,Тольятти,2022-01-18,25
2356,Тольятти,2022-01-19,25
2357,Тольятти,2022-01-20,26
2358,Тольятти,2022-01-21,26
2359,Тольятти,2022-01-22,22
2360,Тольятти,2022-01-23,23
2361,Тольятти,2022-01-24,24
2362,Тольятти,2022-01-25,25
2363,Тольятти,2022-01-26,26
2364,Тольятти,2022-01-27,26
2365,Тольятти,2022-01-28,25
2366,Тольятти,2022-01-29,26
2367,Тольятти,2022-01-30,26
2368,Тольятти,2022-01-31,25
2369,Тольятти,2022-02-01,26
2370,Тольятти,2022-02-02,26
2371,Тольятти,2022-02-03,25
2372,Тольятти,2022-02-04,24
2373,Тольятти,2022-02-05,26
2374,Тольятти,2022-02-06,25
2375,Тольятти,2022-02-07,25
2376,Тольятти,2022-02-08,25
2377,Тольятти,2022-02-09,26
2378,Тольятти,2022-02-10,27
2379,Тольятти,2022-02-11,25
2380,Тольятти,2022-02-12,25
2381,Тольятти,2022-02-13,26
2382,Тольятти,2022-02-14,24
2383,Тольятти,2022-02-15,25
2384,Тольятти,2022-02-16,21
2385,Тольятти,2022-02-17,23
2386,Тольятти,2022-02-18,22
2387,Тольятти,2022-02-19,25
2388,Тольятти,2022-02-20,25
2389,Тольятти,2022-02-21,25
2390,Тольятти,2022-02-22,24
2391,Тольятти,2022-02-23,26
2392,Тольятти,2022-02-24,24
2393,Тольятти,2022-02-25,24
2394,Тольятти,2022-02-26,23
2395,Тольятти,2022-02-27,24
2396,Тольятти,2022-02-28,22
2397,Тольятти,2022-03-01,24
2398,Тольятти,2022-03-02,23
2399,Тольятти,2022-03-03,24
2400,Тольятти,2022-03-04,24
2401,Тольятти,2022-03-05,26
2402,Тольятти,2022-03-06,26
2403,Тольятти,2022-03-07,27
2404,Тольятти,2022-03-08,26
2405,Тольятти,2022-03-09,24
2406,Тольятти,2022-03-10,24
2407,Тольятти,2022-03-11,23
2408,Тольятти,2022-03-12,23
2409,Тольятти,2022-03-13,22
2410,Тольятти,2022-03-14,21
2411,Тольятти,2022-03-15,22
2412,Тольятти,2022-03-16,21
2413,Тольятти,2022-03-17,19
2414,Тольятти,2022-03-18,17
2415,Тольятти,2022-03-19,15
2416,Тольятти,2022-03-20,17
2417,Тольятти,2022-03-21,14
2418,Тольятти,2022-03-22,11
2419,Тольятти,2022-03-23,13
2420,Тольятти,2022-03-24,13
2421,Тольятти,2022-03-25,10
2422,Тольятти,2022-03-26,11
2423,Тольятти,2022-03-27,10
2424,Тольятти,2022-03-28,11
2425,Тольятти,2022-03-29,11
2426,Тольятти,2022-03-30,10
2427,Тольятти,2022-03-31,9
2428,Тольятти,2022-04-01,9
2429,Тольятти,2022-04-02,4
2430,Тольятти,2022-04-03,4
2431,Тольятти,2022-04-04,2
2432,Тольятти,2022-04-05,3
2433,Тольятти,2022-04-06,2
2434,Тольятти,2022-04-07,3
2435,Тольятти,2022-04-08,2
2436,Тольятти,2022-04-09,2
2437,Тольятти,2022-04-10,2
2438,Тольятти,2022-04-11,2
2439,Тольятти,2022-04-12,2
2440,Тольятти,2022-04-24,2
